EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,MaritalDesc,Performance Score,Current Employee Rating,Age,Seniority,Engagement_Score,Satisfaction_Score,WorkLife_Score,Survey_Count,Training_Count,Training_Pass_Rate,Total_Training_Cost,Avg_Training_Days,Is_Active,Employment_Duration,Start_Year,Start_Month,Start_Quarter,Age_Band,Engagement_Composite,Performance_Num,Attrition_Risk_Flag,Training_Cost_Per_Day,Low_Training_Flag,PayZone_Num,GenderCode_Female,GenderCode_Male,RaceDesc_Asian,RaceDesc_Black,RaceDesc_Hispanic,RaceDesc_Other,RaceDesc_White,DepartmentType_Admin Offices,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production       ,DepartmentType_Sales,DepartmentType_Software Engineering,EmployeeType_Contract,EmployeeType_Full-Time,EmployeeType_Part-Time,Generation_Boomer,Generation_Gen X,Generation_Gen Z,Generation_Millennial,Hiring_Season_Fall,Hiring_Season_Spring,Hiring_Season_Summer,Hiring_Season_Winter,Age_scaled,Seniority_scaled,Employment_Duration_scaled,Engagement_Composite_scaled,Training_Count_scaled,Total_Training_Cost_scaled,Training_Pass_Rate_scaled,IF_Score,IF_Anomaly,IF_Raw_Score,DBSCAN_Label,DBSCAN_Anomaly,Anomaly_Score,High_Risk_Anomaly,Gender,Race,High_Perf,Training_Success,Attrition
1119,Orlando,Henderson,2019-11-24,2020-12-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,ZONE C,Part-Time,Involuntary,City mouth training radio Mrs.,Field Operations,1994-12-31,MA,Laborer,49105,Single,Fully Meets,3,31.2,6.3,4.0,4.0,5.0,1,1,0.0,440.28,5.0,False,1.07,2019,11,4,30-40,4.25,3,0,88.06,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-1.3187460696783997,0.810188846810063,-0.923825692759193,1.527639170951662,0.0,-0.4496978259171611,-0.5717049309608219,1,0,0.1076051960450941,0,0,0,0,Female,White,0,0,1
1120,Darian,Potts,2020-08-17,,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,CCDR,Active,ZONE B,Temporary,Unk,Still Employed,People Services,1968-09-20,MA,Administration,24637,Divorced,Fully Meets,3,57.5,5.6,3.0,3.0,4.0,1,1,0.0,553.83,4.0,True,5.59,2020,8,3,50-60,3.25,3,0,138.46,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.1683170778019414,0.3258192692034091,1.0624993023752614,0.3239996881201865,0.0,-0.018233943583797,-0.5717049309608219,1,0,0.1766303515251974,0,0,0,0,Female,Black,0,0,0
1121,Isabela,Collins,2021-03-16,,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,EW,Active,ZONE C,Full-Time,Unk,Still Employed,Aerial,1981-05-29,MA,Lineman,87582,Widowed,Fully Meets,3,44.8,5.0,1.0,1.0,4.0,1,1,0.0,428.9,1.0,True,5.01,2021,3,1,40-50,1.75,3,0,428.9,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.5497704496885656,-0.0893546544594366,0.8076168914951765,-1.4814595361270266,0.0,-0.4929392084002406,-0.5717049309608219,1,0,0.144643129143614,0,0,0,0,Female,Hispanic,0,0,0
1122,Sierra,Macias,2021-11-16,2022-08-26,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,ZONE C,Part-Time,Retirement,Food ball huge out simply according.,General - Con,1975-11-13,MA,Technician,35632,Married,Fully Meets,3,50.3,4.3,2.0,1.0,2.0,1,1,1.0,444.4,3.0,False,0.77,2021,11,4,50-60,1.65,3,0,148.13,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.2387876621926767,-0.5737242320660905,-1.055661422524754,-1.6018234844101742,0.0,-0.4340427735594908,1.7491540580546934,1,0,0.0737245317620209,1,0,0,0,Female,White,0,1,1
1123,Giuliana,Farmer,2022-05-03,,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,NEL,Active,ZONE B,Full-Time,Unk,Still Employed,Field Operations,1965-11-06,MA,Lineman,38475,Married,Fully Meets,3,60.4,3.9,2.0,3.0,1.0,1,1,0.0,254.38,4.0,True,3.88,2022,5,2,60+,2.1,3,0,63.6,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.3322898202997735,-0.8505068478413211,0.3110356427115629,-1.06018571713601,0.0,-1.156075067007186,-0.5717049309608219,1,0,0.1291251579395803,0,0,0,0,Female,Other,0,0,0
1124,Pierce,Robbins,2019-12-24,2022-11-11,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,PL,Active,ZONE A,Full-Time,Involuntary,Strategy fear tough wife here now.,Engineers,1986-06-17,MA,Technician,80817,Married,Fully Meets,3,39.8,6.2,3.0,2.0,3.0,1,1,0.0,256.21,1.0,False,2.88,2019,12,4,30-40,2.65,3,0,256.21,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.832482074684828,0.7409931928662555,-0.1284167898403075,-0.3981840015786988,0.0,-1.149121487925988,-0.5717049309608219,1,0,0.1476263445884008,0,0,0,0,Female,Other,0,0,1
1125,Lamont,Bridges,2021-10-21,,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,WBL,Active,ZONE B,Part-Time,Unk,Still Employed,Aerial,1991-05-05,MA,Lineman,10511,Married,Fully Meets,3,34.9,4.4,4.0,3.0,4.0,1,1,0.0,756.19,2.0,True,4.41,2021,10,4,30-40,3.65,3,0,378.1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,-1.1095394671811654,-0.5045285781222825,0.5439454319640543,0.8054554812527766,0.0,0.7506875115371147,-0.5717049309608219,1,0,0.1564794797333512,0,0,0,0,Male,Hispanic,0,0,0
1126,Gretchen,Richard,2018-09-08,2020-03-06,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,NEL,Voluntarily Terminated,ZONE C,Temporary,Retirement,Feeling usually west peace money political the.,Engineers,1959-10-27,MA,Engineer,6305,Divorced,Fully Meets,3,66.4,7.5,3.0,3.0,2.0,1,1,0.0,500.45,4.0,False,1.49,2018,9,3,60+,2.75,3,0,125.11,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.671543770295289,1.640536694135755,-0.7392556710874074,-0.2778200532955512,0.0,-0.22106566563536,-0.5717049309608219,1,0,0.1328914903411591,0,0,0,0,Male,White,0,0,1
1127,Axel,Hart,2019-02-26,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,ZONE A,Full-Time,Unk,Still Employed,General - Con,2001-03-28,MA,Technician,33576,Married,Fully Meets,3,25.0,7.1,5.0,1.0,3.0,1,1,0.0,500.83,2.0,True,7.06,2019,2,1,<30,3.1,3,0,250.42,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.669308484673765,1.3637540783605242,1.7084943782265107,0.1434537656954653,0.0,-0.2196217530392642,-0.5717049309608219,1,0,0.1087079594449361,0,0,0,0,Male,White,0,0,0
1128,Emma,Escobar,2023-04-21,,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,BPC,Active,ZONE B,Part-Time,Unk,Still Employed,General - Con,1957-06-20,MA,Technician,12707,Married,Fully Meets,3,68.7,2.9,4.0,2.0,4.0,1,1,0.0,773.8,1.0,True,2.91,2023,4,2,60+,3.3,3,0,773.8,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.8015911177935696,-1.5424633872793978,-0.1152332168637513,0.3841816622617601,0.0,0.8176014610561855,-0.5717049309608219,1,0,0.1317492643219975,0,0,0,0,Female,Hispanic,0,0,0
1129,Maximilian,Craig,2019-09-19,2021-10-23,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,CCDR,Voluntarily Terminated,ZONE B,Part-Time,Resignation,Mission media writer cell.,Field Operations,1956-05-17,MA,Tower Hand,73131,Married,Fully Meets,3,69.8,6.5,1.0,1.0,1.0,1,1,1.0,768.06,2.0,False,2.09,2019,9,3,60+,1.0,3,0,384.03,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.863787675292747,0.9485801546976784,-0.4755842115562852,-2.384189148250633,0.0,0.7957907813151593,1.7491540580546934,1,0,0.036270856962383,1,0,0,0,Female,Other,0,1,1
1130,Erik,Padilla,2020-12-23,,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,SVG,Active,ZONE A,Part-Time,Unk,Still Employed,Technology / It,1997-02-17,MA,Intern,37659,Divorced,Fully Meets,3,29.1,5.2,1.0,5.0,4.0,1,1,0.0,777.7,3.0,True,5.24,2020,12,4,<30,3.15,3,0,259.23,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1.4374849521768296,0.0490366534281788,0.9086909509821068,0.2036357398370388,0.0,0.8324205640161164,-0.5717049309608219,1,0,0.1495828350148975,0,0,0,0,Female,Hispanic,0,0,0
1131,Gilbert,Duffy,2019-03-29,,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,EW,Active,ZONE B,Part-Time,Unk,Still Employed,Splicing,1995-03-22,MA,Operator,48502,Single,Fully Meets,3,31.0,7.0,4.0,4.0,4.0,1,1,0.0,943.05,2.0,True,6.98,2019,3,1,30-40,4.0,3,0,471.52,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.33005453467825,1.2945584244167168,1.6733381836223615,1.2267293002437931,0.0,1.460712531817276,-0.5717049309608219,1,0,0.0901249003653651,0,0,0,0,Female,Black,0,0,0
1132,Raymond,Ayers,2021-05-15,2023-05-03,Production Technician I,James Burgess,raymond.ayers@bilearner.com,NEL,Voluntarily Terminated,ZONE B,Full-Time,Involuntary,Note claim hundred central bad.,Aerial,1963-11-04,MA,Laborer,88428,Widowed,Fully Meets,3,62.4,4.8,1.0,5.0,5.0,1,1,1.0,475.91,4.0,False,1.97,2021,5,2,60+,3.4,3,0,118.98,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4453744702982786,-0.2277459623470521,-0.5283185034625096,0.5045456105449078,0.0,-0.3143120211832308,1.7491540580546934,1,0,0.1066736839652019,1,0,0,0,Female,Hispanic,0,1,1
1133,Vincent,Wyatt,2022-03-14,2022-10-02,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,PL,Voluntarily Terminated,ZONE B,Part-Time,Voluntary,Field year certainly data sense table yes.,Aerial,1949-11-20,MA,Engineer,95347,Married,Fully Meets,3,76.3,4.0,1.0,2.0,4.0,1,1,1.0,107.14,3.0,False,0.55,2022,3,1,60+,2.1,3,0,35.71,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.2313127877878882,-0.7813111938975134,-1.1523409576861654,-1.06018571713601,0.0,-1.7155532002944118,1.7491540580546934,1,0,0.0165002753881507,1,0,0,0,Female,Hispanic,0,1,1
1134,Micah,Stanley,2021-12-06,2022-01-08,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,BPC,Voluntarily Terminated,ZONE C,Temporary,Retirement,For majority down.,General - Con,1996-09-07,MA,Technician,80920,Single,Fully Meets,3,29.5,4.3,4.0,1.0,2.0,1,1,1.0,271.49,1.0,False,0.09,2021,12,4,<30,2.45,3,0,271.49,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.4148680221771286,-0.5737242320660905,-1.3544890766600262,-0.6389118981449936,0.0,-1.0910610024829777,1.7491540580546934,1,0,0.0772653592045466,1,0,0,0,Female,Asian,0,1,1
1135,Evan,Chen,2021-10-27,,Production Technician I,Anita Dudley,evan.chen@bilearner.com,CCDR,Active,ZONE A,Temporary,Unk,Still Employed,Engineers,1964-08-30,MA,Principal,7440,Widowed,Fully Meets,3,61.6,4.4,5.0,4.0,4.0,1,1,1.0,524.23,2.0,True,4.39,2021,10,4,60+,4.4,3,0,262.12,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.4001406102988767,-0.5045285781222825,0.5351563833130167,1.7081850933763836,0.0,-0.1307071352796806,1.7491540580546934,1,0,0.0610422796130103,1,0,0,0,Male,Other,0,1,0
1136,Serenity,Thornton,2023-04-01,,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,SVG,Active,ZONE A,Temporary,Unk,Still Employed,Field Operations,1946-03-27,MA,Driver,84202,Divorced,Fully Meets,3,80.0,3.0,2.0,5.0,2.0,1,1,0.0,535.88,3.0,True,2.97,2023,4,2,60+,3.05,3,0,178.63,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.4405193902851228,-1.47326773333559,-0.088866070910639,0.0832717915538912,0.0,-0.0864398148993751,-0.5717049309608219,1,0,0.1228237899218162,0,0,0,0,Male,Other,0,0,0
1137,Talan,Rivas,2019-05-29,,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,EW,Active,ZONE C,Part-Time,Unk,Still Employed,Field Operations,1954-02-28,MA,Laborer,3187,Single,Fully Meets,3,72.1,6.8,3.0,3.0,5.0,1,1,1.0,270.92,5.0,True,6.81,2019,5,2,60+,3.5,3,0,54.18,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.9938350227910276,1.1561671165291014,1.5986312700885432,0.6249095588280554,0.0,-1.0932268713771214,1.7491540580546934,1,0,0.0750354790829557,1,0,0,0,Male,Black,0,1,0
1138,Calvin,Braun,2019-07-12,2022-07-12,Production Technician I,David Park,calvin.braun@bilearner.com,MSC,Active,ZONE B,Temporary,Involuntary,It stay center free vote.,General - Eng,1983-08-02,MA,Coordinator,2766,Divorced,Fully Meets,3,42.6,6.7,4.0,5.0,1.0,1,1,0.0,155.14,4.0,False,3.0,2019,7,3,40-50,3.6,3,0,38.78,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.6741635646869208,1.086971462585294,-0.075682497934083,0.745273507111203,0.0,-1.533164240787574,-0.5717049309608219,1,0,0.115741072624708,0,0,0,0,Male,Black,0,0,1
1139,Cale,Bender,2018-08-10,2022-02-21,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,TNS,Active,ZONE A,Temporary,Involuntary,Most could result else think this window.,Splicing,1953-04-11,MA,Technician,75014,Married,Fully Meets,3,72.9,7.6,2.0,4.0,2.0,1,1,0.0,930.06,1.0,False,3.53,2018,8,3,60+,2.7,3,0,930.06,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0390688827904302,1.7097323480795623,0.1572272913184082,-0.3380020274371247,0.0,1.411353519650738,-0.5717049309608219,1,0,0.0960360758624349,0,0,0,0,Male,Hispanic,0,0,1
1140,Kirsten,Vance,2021-09-29,,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,PYZ,Active,ZONE C,Full-Time,Unk,Still Employed,Engineers,1988-08-11,MA,Engineer,53486,Single,Fully Meets,3,37.6,4.5,5.0,3.0,2.0,1,1,1.0,949.81,1.0,True,4.47,2021,9,3,30-40,3.55,3,0,949.81,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.9568751896831832,-0.435332924178475,0.5703125779171664,0.685091532969629,0.0,1.4863989769478223,1.7491540580546934,1,0,0.0647476086366432,1,0,0,0,Female,Black,0,1,0
1141,Cade,Cox,2021-08-05,,Production Technician I,Terry Henson,cade.cox@bilearner.com,WBL,Active,ZONE A,Full-Time,Unk,Still Employed,Field Operations,1941-08-14,MA,Locator,73898,Divorced,Fully Meets,3,84.6,4.6,5.0,5.0,2.0,1,1,0.0,635.31,1.0,True,4.62,2021,8,3,60+,4.25,3,0,635.31,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.700614085281684,-0.3661372702346676,0.6362304427999471,1.527639170951662,0.0,0.2913713151790603,-0.5717049309608219,1,0,0.0848337008686054,0,0,0,0,Female,Black,0,0,0
1142,Ibrahim,Wolfe,2023-08-02,,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,NEL,Active,ZONE B,Temporary,Unk,Still Employed,Project Management - Con,1992-11-10,MA,Coordinator,89723,Married,Fully Meets,3,33.4,2.6,4.0,4.0,4.0,1,1,0.0,675.04,3.0,True,2.63,2023,8,3,30-40,4.0,3,0,225.01,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-1.194352954680044,-1.7500503491108208,-0.2382798979782751,1.2267293002437931,0.0,0.4423361768708661,-0.5717049309608219,1,0,0.0799099198417608,0,0,0,0,Female,Asian,0,0,0
1143,Elianna,Schmitt,2018-09-02,2021-07-28,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,PL,Active,ZONE A,Full-Time,Resignation,Year total care thousand what each.,Field Operations,1942-06-20,MA,Lineman,46695,Widowed,Fully Meets,3,83.7,7.5,2.0,4.0,2.0,1,1,0.0,563.38,3.0,False,2.9,2018,9,3,60+,2.7,3,0,187.79,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1.649725992782357,1.640536694135755,-0.1196277411892701,-0.3380020274371247,0.0,0.0180538598180841,-0.5717049309608219,1,0,0.0858877141577284,0,0,0,0,Female,Hispanic,0,0,1
1144,Colby,Wolfe,2019-10-13,,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,BPC,Active,ZONE B,Part-Time,Unk,Still Employed,Wireline Construction,1963-04-16,MA,Project Manager,12711,Single,Fully Meets,3,62.9,6.4,5.0,3.0,2.0,1,1,0.0,750.25,4.0,True,6.43,2019,10,4,60+,3.55,3,0,187.56,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.4736456327979048,0.879384500753871,1.4316393457188323,0.685091532969629,0.0,0.7281168777981432,-0.5717049309608219,1,0,0.1591237905363405,0,0,0,0,Female,Asian,0,0,0
1145,Autumn,Barrera,2020-09-24,,Production Technician II,David Moore,autumn.barrera@bilearner.com,TNS,Active,ZONE B,Full-Time,Unk,Still Employed,Shop (Fleet),1948-03-04,MA,Shop,66792,Married,Fully Meets,3,78.0,5.5,3.0,3.0,4.0,1,1,0.0,401.53,2.0,True,5.48,2020,9,3,60+,3.25,3,0,200.76,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1.3274347402866178,0.2566236152596017,1.0141595347945558,0.3239996881201865,0.0,-0.5969389130190356,-0.5717049309608219,1,0,0.1484649301782313,0,0,0,0,Male,Hispanic,0,0,0
1146,Emmalee,Cervantes,2023-08-06,,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,SVG,Active,ZONE C,Part-Time,Unk,Still Employed,Field Operations,1963-11-10,MA,Groundman,81317,Divorced,Fully Meets,3,62.4,2.6,3.0,2.0,2.0,1,1,0.0,894.88,3.0,True,2.62,2023,8,3,60+,2.4,3,0,298.29,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.4453744702982786,-1.7500503491108208,-0.2426744223037937,-0.6990938722865677,0.0,1.2776776114121846,-0.5717049309608219,1,0,0.0933705041506987,0,0,0,0,Male,Hispanic,0,0,0
1147,Ernest,Willis,2019-06-11,2022-02-27,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,PYZ,Voluntarily Terminated,ZONE B,Full-Time,Involuntary,By small force myself team industry.,General - Con,1943-09-30,MA,Lineman,50894,Single,Fully Meets,3,82.5,6.8,1.0,3.0,5.0,1,1,0.0,247.58,2.0,False,2.72,2019,6,2,60+,2.7,3,0,123.79,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.581875202783254,1.1561671165291014,-0.1987291790486066,-0.3380020274371247,0.0,-1.1819135029373211,-0.5717049309608219,1,0,0.0995808959131014,0,0,0,0,Female,Black,0,0,1
1148,Jaxon,Anderson,2019-02-14,,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,PL,Active,ZONE A,Temporary,Unk,Still Employed,Wireline Construction,1943-06-22,MA,Project Manager,22415,Married,Fully Meets,3,82.7,7.1,4.0,1.0,3.0,1,1,1.0,529.0,3.0,True,7.09,2019,2,1,60+,2.7,3,0,176.33,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1.5931836677831046,1.3637540783605242,1.721677951203067,-0.3380020274371247,0.0,-0.1125822324286886,1.7491540580546934,1,0,0.0551910624436497,1,0,0,0,Female,Black,0,1,0
1149,Precious,Caldwell,2022-03-17,,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,NEL,Active,ZONE C,Temporary,Unk,Still Employed,Field Operations,1941-09-17,MA,Locator,5855,Married,Fully Meets,3,84.5,4.0,3.0,2.0,5.0,1,1,0.0,483.99,5.0,True,4.01,2022,3,1,60+,3.15,3,0,96.8,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.694959852781759,-0.7813111938975134,0.368164458943306,0.2036357398370388,0.0,-0.2836098796662465,-0.5717049309608219,1,0,0.1095101030626868,0,0,0,0,Female,Asian,0,0,0
1150,Yahir,Serrano,2020-08-05,,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,MSC,Active,ZONE A,Full-Time,Unk,Still Employed,Aerial,1981-04-03,MA,Lineman,64124,Single,Fully Meets,3,45.0,5.6,3.0,4.0,4.0,1,1,0.0,797.35,5.0,True,5.62,2020,8,3,40-50,3.6,3,0,159.47,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.5384619846887149,0.3258192692034091,1.0756828753518175,0.745273507111203,0.0,0.907086044314228,-0.5717049309608219,1,0,0.1627912337289364,0,0,0,0,Female,White,0,0,0
1151,Krystal,Peterson,2022-08-23,,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,EW,Active,ZONE A,Part-Time,Unk,Still Employed,Field Operations,1978-06-29,MA,Laborer,2497,Widowed,Fully Meets,3,47.7,3.6,5.0,3.0,1.0,1,1,1.0,707.59,4.0,True,3.57,2022,8,3,40-50,3.3,3,0,176.9,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.385797707190733,-1.058093809672744,0.174805388620483,0.3841816622617601,0.0,0.566018690036441,1.7491540580546934,1,0,0.1002605375144363,1,0,0,0,Male,Asian,0,1,0
1152,Jadyn,Haley,2023-01-12,,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,CCDR,Active,ZONE A,Full-Time,Unk,Still Employed,Engineers,1963-10-02,MA,Engineer,36242,Divorced,Fully Meets,3,62.5,3.2,1.0,1.0,5.0,1,1,0.0,564.48,2.0,True,3.18,2023,1,1,60+,2.0,3,0,282.24,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.4510287027982039,-1.3348764254479746,0.0034189399252537,-1.1805496654191578,0.0,0.0222336068067826,-0.5717049309608219,1,0,0.1408668410349541,0,0,0,0,Female,Other,0,0,0
1153,Davis,Roberts,2020-04-14,2021-09-10,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,EW,Voluntarily Terminated,ZONE A,Temporary,Resignation,Ok though floor sense want future.,Field Operations,1941-10-20,MA,Laborer,87428,Divorced,Fully Meets,3,84.4,5.9,3.0,4.0,2.0,1,1,0.0,555.35,4.0,False,1.41,2020,4,2,60+,3.1,3,0,138.84,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.689305620281834,0.5334062310348326,-0.7744118656915571,0.1434537656954653,0.0,-0.0124582931994138,-0.5717049309608219,1,0,0.1088122020226639,0,0,0,0,Female,Asian,0,0,1
1154,Meadow,Avery,2021-09-27,2023-02-05,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,MSC,Voluntarily Terminated,ZONE C,Part-Time,Retirement,Leader above room hand collection imagine.,Field Operations,1987-11-01,MA,Laborer,76772,Married,Fully Meets,3,38.4,4.5,1.0,3.0,2.0,1,1,0.0,338.48,3.0,False,1.36,2021,9,3,30-40,1.95,3,0,112.83,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,-0.9116413296837816,-0.435332924178475,-0.7963844873191506,-1.2407316395607315,0.0,-0.8365144108712467,-0.5717049309608219,1,0,0.1444959538324415,0,0,0,0,Female,White,0,0,1
1155,Allyson,Owen,2018-11-17,2020-03-12,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,NEL,Voluntarily Terminated,ZONE A,Temporary,Resignation,Provide machine statement now.,Finance & Accounting,1951-11-06,MA,Clerk,21218,Married,Fully Meets,3,74.4,7.3,2.0,3.0,1.0,1,1,0.0,339.01,1.0,False,1.32,2018,11,4,60+,2.1,3,0,339.01,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1.123882370289309,1.5021453862481398,-0.8139625846212254,-1.06018571713601,0.0,-0.8345005327766921,-0.5717049309608219,1,0,0.1088033791780797,0,0,0,0,Female,Other,0,0,1
1156,Francisco,Simon,2019-07-22,2023-02-28,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,PL,Voluntarily Terminated,ZONE A,Full-Time,Voluntary,Science available hard.,Billable Consultants,1980-04-20,MA,Project Manager,94316,Married,Fully Meets,3,45.9,6.7,1.0,5.0,2.0,1,1,0.0,939.49,5.0,False,3.61,2019,7,3,40-50,2.65,3,0,187.9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4875738921893877,1.086971462585294,0.1923834859225578,-0.3981840015786988,0.0,1.4471853506538523,-0.5717049309608219,1,0,0.1304400155802837,0,0,0,0,Male,Hispanic,0,0,1
1157,Trent,Christian,2019-02-10,,Production Technician I,Kristen Chan,trent.christian@bilearner.com,PYZ,Active,ZONE A,Temporary,Unk,Still Employed,Wireline Construction,1996-03-18,MA,Manager,39746,Married,Fully Meets,3,30.0,7.1,1.0,4.0,2.0,1,1,1.0,276.47,1.0,True,7.1,2019,2,1,<30,2.3,3,0,276.47,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.3865968596775025,1.3637540783605242,1.7260724755285857,-0.8194578205697154,0.0,-1.0721381479341432,1.7491540580546934,1,0,0.0461426041190389,1,0,0,0,Male,Hispanic,0,1,0
